0.043883,1.1011,0.32366,0.04,0,0,0.003695,0.00098333
0.048526,1.2222,0.7107,0.043883,0.003695,0.00098333,0.003695,0.00098333
0.054078,1.3671,1.1712,0.048526,0.00739,0.0019667,0.003695,0.00098333
0.060719,1.5407,1.717,0.054078,0.011085,0.00295,0.003695,0.00098333
0.068658,1.7488,2.3613,0.060719,0.01478,0.0039333,0.003695,0.00098333
0.078146,1.998,3.1199,0.068658,0.018475,0.0049167,0.003695,0.00098333
0.08948,2.2964,4.0105,0.078146,0.02217,0.0059,0.003695,0.00098333
0.10301,2.6536,5.054,0.08948,0.025865,0.0068833,0.003695,0.00098333
0.11914,3.081,6.274,0.10301,0.02956,0.0078667,0.003695,0.00098333
0.13838,3.5921,7.6983,0.11914,0.033255,0.00885,0.003695,0.00098333
0.16129,4.203,9.3586,0.13838,0.03695,0.0098333,0.003695,0.00098333
0.18855,4.9325,11.292,0.16129,0.040645,0.010817,0.003695,0.00098333
0.22098,5.8033,13.54,0.18855,0.04434,0.0118,0.003695,0.00098333
0.25953,6.8423,16.153,0.22098,0.048035,0.012783,0.003695,0.00098333
0.30532,8.081,19.186,0.25953,0.05173,0.013767,0.003695,0.00098333
0.35969,9.5572,22.707,0.30532,0.055425,0.01475,0.003695,0.00098333
0.42419,11.316,26.791,0.35969,0.05912,0.015733,0.003695,0.00098333
0.50069,13.409,31.526,0.42419,0.062815,0.016717,0.003695,0.00098333
0.59139,15.901,37.014,0.50069,0.06651,0.0177,0.003695,0.00098333
0.69885,18.866,43.375,0.59139,0.070205,0.018683,0.003695,0.00098333
0.82616,22.392,50.745,0.69885,0.0739,0.019667,0.003695,0.00098333
0.97694,26.584,59.284,0.82616,0.077595,0.02065,0.003695,0.00098333
1.1554,31.569,69.177,0.97694,0.08129,0.021633,0.003695,0.00098333
1.3668,37.494,80.641,1.1554,0.084985,0.022617,0.003695,0.00098333
1.6169,44.536,93.927,1.3668,0.08868,0.0236,0.003695,0.00098333
1.9129,52.906,109.33,1.6169,0.092375,0.024583,0.003695,0.00098333
2.2633,62.852,127.18,1.9129,0.09607,0.025567,0.003695,0.00098333
2.6779,74.672,147.88,2.2633,0.099765,0.02655,0.003695,0.00098333
3.1686,88.722,171.9,2.6779,0.10346,0.027533,0.003695,0.00098333
3.7494,105.42,199.77,3.1686,0.10716,0.028517,0.003695,0.00098333
4.437,125.28,232.13,3.7494,0.11085,0.0295,0.003695,0.00098333
5.2511,148.88,269.71,4.437,0.11455,0.030483,0.003695,0.00098333
4.9083,138.58,247.1,5.2511,0.11824,0.031467,-0.003695,0.00098333
4.5876,128.99,226.41,4.9083,0.11455,0.03245,-0.003695,0.00098333
4.2877,120.06,207.46,4.5876,0.11085,0.033433,-0.003695,0.00098333
4.0074,111.75,190.13,4.2877,0.10716,0.034417,-0.003695,0.00098333
3.7454,104.01,174.28,4.0074,0.10346,0.0354,-0.003695,0.00098333
3.5007,96.818,159.78,3.7454,0.099765,0.036383,-0.003695,0.00098333
3.272,90.125,146.53,3.5007,0.09607,0.037367,-0.003695,0.00098333
3.0584,83.902,134.4,3.272,0.092375,0.03835,-0.003695,0.00098333
2.859,78.114,123.32,3.0584,0.08868,0.039333,-0.003695,0.00098333
2.6728,72.733,113.18,2.859,0.084985,0.040317,-0.003695,0.00098333
2.499,67.73,103.91,2.6728,0.08129,0.0413,-0.003695,0.00098333
2.3367,63.079,95.425,2.499,0.077595,0.042283,-0.003695,0.00098333
2.1852,58.755,87.666,2.3367,0.0739,0.043267,-0.003695,0.00098333
2.0438,54.736,80.567,2.1852,0.070205,0.04425,-0.003695,0.00098333
1.9119,51.001,74.069,2.0438,0.06651,0.045233,-0.003695,0.00098333
1.7887,47.528,68.122,1.9119,0.062815,0.046217,-0.003695,0.00098333
1.6738,44.3,62.676,1.7887,0.05912,0.0472,-0.003695,0.00098333
1.5665,41.299,57.688,1.6738,0.055425,0.048183,-0.003695,0.00098333
1.4664,38.509,53.118,1.5665,0.05173,0.049167,-0.003695,0.00098333
1.3729,35.915,48.93,1.4664,0.048035,0.05015,-0.003695,0.00098333
1.2857,33.504,45.091,1.3729,0.04434,0.051133,-0.003695,0.00098333
1.2042,31.261,41.571,1.2857,0.040645,0.052117,-0.003695,0.00098333
1.1282,29.175,38.341,1.2042,0.03695,0.0531,-0.003695,0.00098333
1.0572,27.235,35.378,1.1282,0.033255,0.054083,-0.003695,0.00098333
0.9909,25.43,32.657,1.0572,0.02956,0.055067,-0.003695,0.00098333
0.92897,23.751,30.159,0.9909,0.025865,0.05605,-0.003695,0.00098333
0.87113,22.188,27.864,0.92897,0.02217,0.057033,-0.003695,0.00098333
0.8171,20.734,25.754,0.87113,0.018475,0.058017,-0.003695,0.00098333
0.76661,19.38,23.815,0.8171,0.01478,0.059,-0.003695,0.00098333
0.71943,18.12,22.032,0.76661,0.011085,0.059983,-0.003695,0.00098333
0.67532,16.946,20.391,0.71943,0.00739,0.060967,-0.003695,0.00098333
0.63409,15.852,18.88,0.67532,0.003695,0.06195,-0.003695,0.00098333
0.59554,14.834,17.489,0.63409,1.1276e-17,0.062933,-0.003695,0.00098333
0.55948,13.884,16.208,0.59554,-0.003695,0.063917,-0.003695,0.00098333
0.52575,13,15.027,0.55948,-0.00739,0.0649,-0.003695,0.00098333
0.49419,12.175,13.938,0.52575,-0.011085,0.065883,-0.003695,0.00098333
0.46466,11.406,12.934,0.49419,-0.01478,0.066867,-0.003695,0.00098333
